Player,Overall_Shooting_Rating,Total_Shots,Goals,Goal_Rate_%,Avg_Shot_Quality,Shot_Consistency,Best_Shot,Worst_Shot
christian pulisic,66.4,25,4,16.0,64.0,25.3,98.0,35.0
dwight gayle,66.4,65,14,21.5,63.2,23.3,100.0,30.0
kevin monnetpaquet,66.4,215,19,8.8,65.0,23.9,100.0,32.0
andrea caracciolo,66.4,40,3,7.5,65.3,25.2,100.0,34.0
stephan el shaarawy,66.4,259,30,11.6,64.7,24.5,100.0,29.0
alexy bosetti,66.4,53,10,18.9,63.5,26.0,100.0,27.0
juanito gomez,66.3,76,7,9.2,64.9,24.7,100.0,26.0
iago falque,66.3,154,26,16.9,63.7,24.4,100.0,28.0
florent sinamapongolle,66.3,24,3,12.5,64.5,23.7,100.0,38.0
victor ibarbo,66.3,132,15,11.4,64.6,24.1,100.0,31.0
demba ba,66.3,30,5,16.7,63.8,23.7,100.0,35.0
ladislas douniama,66.3,23,2,8.7,65.0,26.3,98.0,28.0
antonio di natale,66.3,515,76,14.8,64.1,24.7,100.0,30.0
guillermo,66.3,27,1,3.7,65.7,24.3,97.0,36.0
manuel pucciarelli,66.2,126,12,9.5,64.8,24.6,100.0,30.0
rodrigo,66.2,114,9,7.9,65.1,23.7,100.0,29.0
pablo piatti,66.2,140,21,15.0,64.0,25.0,100.0,32.0
niko bungert,66.2,45,6,13.3,64.2,24.4,98.0,37.0
abel hernandez,66.2,143,14,9.8,64.7,24.3,100.0,31.0
manucho,66.2,153,22,14.4,64.0,25.4,100.0,13.0
christian kinkela,66.2,20,3,15.0,64.0,23.5,95.0,32.0
daniele portanova,66.2,21,5,23.8,62.6,23.0,96.0,37.0
emiliano sala,66.2,125,17,13.6,64.2,24.2,100.0,29.0
martin montoya,66.2,23,3,13.0,64.3,24.9,100.0,36.0
fabian johnson,66.2,98,12,12.2,64.4,24.0,100.0,24.0
aleksandar mitrovic,66.2,78,9,11.5,64.5,22.8,100.0,33.0
mounir el hamdaoui,66.2,39,7,17.9,63.5,22.7,98.0,35.0
pierre leesmelou,66.1,28,4,14.3,64.0,26.7,100.0,28.0
havard nielsen,66.1,20,2,10.0,64.6,24.6,100.0,36.0
aleix vidal,66.1,82,11,13.4,64.1,24.2,100.0,29.0
andrej kramaric,66.1,113,11,9.7,64.6,24.3,100.0,31.0
maximilian beister,66.1,72,7,9.7,64.6,25.1,100.0,28.0
artjoms rudnevs,66.1,165,21,12.7,64.2,24.1,100.0,30.0
florian raspentino,66.0,80,11,13.8,63.9,24.2,100.0,33.0
lars stindl,66.0,256,28,10.9,64.4,24.5,100.0,13.0
oriol riera,66.0,182,24,13.2,64.0,23.7,100.0,27.0
helder costa,66.0,27,3,11.1,64.4,24.8,98.0,32.0
massimo maccarone,66.0,198,25,12.6,64.2,24.2,100.0,28.0
tomas rosicky,66.0,31,4,12.9,64.1,25.5,95.0,33.0
carl jenkinson,66.0,23,4,17.4,63.4,28.3,100.0,13.0
sofiane boufal,65.9,83,15,18.1,63.2,24.0,100.0,33.0
jose maria movilla,65.9,34,2,5.9,65.0,24.9,100.0,34.0
eric choupomoting,65.9,66,9,13.6,63.8,24.3,100.0,34.0
assani lukimya,65.9,32,4,12.5,64.0,24.1,99.0,13.0
milos jojic,65.9,38,5,13.2,63.9,24.0,100.0,32.0
joe cole,65.9,63,7,11.1,64.2,25.0,100.0,33.0
riyad mahrez,65.9,190,24,12.6,64.0,24.3,100.0,32.0
emmanuel riviere,65.9,166,20,12.0,64.1,24.4,100.0,30.0
omer toprak,65.9,48,7,14.6,63.7,26.3,98.0,13.0
marcel sabitzer,65.9,34,4,11.8,64.1,24.6,99.0,33.0
alvaro,65.9,93,12,12.9,64.0,25.0,100.0,28.0
gregory thil,65.9,29,2,6.9,64.8,24.5,95.0,33.0
lukas hinterseer,65.9,47,9,19.1,63.0,22.8,100.0,33.0
daniel larsson,65.9,42,3,7.1,64.8,24.9,100.0,31.0
sergio floccari,65.8,194,22,11.3,64.1,23.8,100.0,32.0
antonio sanabria,65.8,68,12,17.6,63.1,23.6,100.0,35.0
rafael van der vaart,65.8,148,13,8.8,64.5,24.2,100.0,32.0
edu albacar,65.8,28,6,21.4,62.6,25.0,95.0,25.0
lisandro lopez,65.8,103,14,13.6,63.8,24.3,100.0,30.0
anis benhatira,65.8,76,12,15.8,63.4,24.3,100.0,32.0
kamel ghilas,65.8,22,0,0.0,65.8,24.8,95.0,34.0
stefano okaka,65.8,76,12,15.8,63.4,23.6,100.0,34.0
tranquillo barnetta,65.8,57,4,7.0,64.7,24.4,100.0,30.0
shinji okazaki,65.8,244,37,15.2,63.5,24.1,100.0,27.0
francesco acerbi,65.8,62,11,17.7,63.1,25.0,99.0,26.0
duncan watmore,65.8,30,3,10.0,64.3,24.9,99.0,33.0
sergio araujo,65.8,77,7,9.1,64.4,24.4,100.0,32.0
eden ben basat,65.8,109,20,18.3,63.1,24.9,100.0,30.0
peter crouch,65.8,135,18,13.3,63.8,24.5,100.0,32.0
david zurutuza,65.8,95,12,12.6,63.9,24.0,100.0,33.0
pablo osvaldo,65.8,178,27,15.2,63.5,24.3,100.0,32.0
giovanni simeone,65.8,37,8,21.6,62.5,24.7,100.0,36.0
leonardo ulloa,65.8,89,18,20.2,62.7,24.9,100.0,33.0
zoltan stieber,65.7,56,6,10.7,64.1,24.6,100.0,32.0
bafetimbi gomis,65.7,458,66,14.4,63.6,24.5,100.0,28.0
mustapha yatabare,65.7,127,15,11.8,63.9,23.9,100.0,32.0
thorgan hazard,65.7,87,8,9.2,64.3,23.8,100.0,30.0
alharbi el jadeyaoui,65.7,21,3,14.3,63.5,27.4,98.0,28.0
jackson martinez,65.7,26,2,7.7,64.5,24.3,100.0,33.0
nolito,65.6,320,46,14.4,63.4,23.8,100.0,26.0
rachid ghezzal,65.6,100,11,11.0,64.0,25.3,100.0,29.0
gabriel agbonlahor,65.6,105,11,10.5,64.1,23.7,100.0,33.0
enzo crivelli,65.6,58,10,17.2,63.0,24.7,100.0,28.0
kamil glik,65.6,84,13,15.5,63.3,24.4,99.0,29.0
sebastian langkamp,65.6,31,5,16.1,63.2,25.6,100.0,32.0
martin stranzl,65.6,45,6,13.3,63.6,24.0,98.0,36.0
isaac thelin,65.6,42,3,7.1,64.5,24.9,100.0,33.0
keita,65.6,175,15,8.6,64.3,24.6,100.0,34.0
cyril thereau,65.6,365,54,14.8,63.3,24.5,100.0,13.0
heungmin son,65.6,225,32,14.2,63.4,25.1,100.0,29.0
alvaro dominguez,65.6,45,7,15.6,63.3,25.0,97.0,13.0
mirko vucinic,65.5,200,20,10.0,64.0,24.4,100.0,27.0
roberto inglese,65.5,52,5,9.6,64.1,25.1,100.0,26.0
peter odemwingie,65.5,42,7,16.7,63.0,24.8,100.0,33.0
ricky van wolfswinkel,65.5,67,6,9.0,64.1,24.5,100.0,29.0
sami khedira,65.5,93,12,12.9,63.6,24.9,100.0,33.0
islam slimani,65.5,24,5,20.8,62.4,24.1,98.0,35.0
marouane fellaini,65.5,90,7,7.8,64.3,24.3,100.0,33.0
mate bilic,65.5,20,4,20.0,62.5,24.9,100.0,36.0
sergi enrich,65.5,35,5,14.3,63.4,24.8,100.0,29.0
adam ounas,65.5,58,5,8.6,64.2,26.5,100.0,32.0
loic remy,65.4,221,31,14.0,63.3,24.0,100.0,29.0
naby keita,65.4,21,4,19.0,62.6,27.8,100.0,33.0
sylvain marveaux,65.4,36,3,8.3,64.2,23.5,100.0,32.0
james mcclean,65.4,43,3,7.0,64.3,24.3,99.0,33.0
nenad tomovic,65.4,28,2,7.1,64.3,26.5,100.0,34.0
ciro immobile,65.4,334,48,14.4,63.3,24.4,100.0,26.0
steven fletcher,65.4,108,12,11.1,63.8,23.9,100.0,35.0
pedro morales,65.4,37,4,10.8,63.7,24.1,95.0,33.0
dame ndoye,65.4,50,6,12.0,63.6,24.9,100.0,30.0
vicente gomez,65.4,18,2,11.1,71.0,24.2,97.0,36.0
darren bent,65.4,19,2,10.5,67.2,24.8,100.0,41.0
wayne routledge,65.4,89,9,10.1,63.9,23.5,100.0,35.0
ivan perisic,65.4,307,41,13.4,63.4,24.0,100.0,28.0
adrian,65.4,275,24,8.7,64.1,24.7,100.0,26.0
yannick sagbo,65.4,137,18,13.1,63.4,24.4,100.0,29.0
denis suarez,65.4,75,7,9.3,64.0,24.3,100.0,32.0
daniele rugani,65.4,32,6,18.8,62.6,24.4,97.0,13.0
ruben botta,65.4,25,0,0.0,65.4,25.1,98.0,33.0
isco,65.3,267,33,12.4,63.4,24.0,100.0,28.0
tommer hemed,65.3,75,10,13.3,63.3,24.6,100.0,31.0
daniel didavi,65.3,196,27,13.8,63.2,24.7,100.0,25.0
andre hahn,65.3,180,23,12.8,63.4,24.7,100.0,27.0
yunus malli,65.3,191,28,14.7,63.1,23.5,100.0,32.0
tulio de melo,65.3,73,6,8.2,64.1,23.6,100.0,33.0
jacheol koo,65.2,120,20,16.7,62.7,24.2,100.0,33.0
sascha molders,65.2,149,19,12.8,63.3,23.6,100.0,13.0
neal maupay,65.2,37,7,18.9,62.3,25.3,99.0,32.0
diafra sakho,65.2,113,15,13.3,63.2,23.8,100.0,32.0
nano,65.2,20,3,15.0,63.0,24.8,97.0,33.0
fernando torres,65.2,166,22,13.3,63.3,24.0,100.0,13.0
nolan roux,65.2,361,47,13.0,63.2,25.2,100.0,13.0
lukas podolski,65.2,148,22,14.9,62.9,24.3,100.0,30.0
ibrahima,65.2,22,5,22.7,61.8,24.9,99.0,31.0
bojan,65.2,158,24,15.2,62.9,25.6,100.0,26.0
diego falcinelli,65.2,69,7,10.1,63.7,24.7,100.0,27.0
nelson oliveira,65.2,126,13,10.3,63.6,24.5,100.0,32.0
mohamed yattara,65.2,69,6,8.7,63.9,26.0,100.0,27.0
diego rolan,65.2,189,28,14.8,63.0,24.4,100.0,30.0
aleksandar trajkovski,65.1,39,4,10.3,63.6,25.4,100.0,32.0
gianni bruno,65.1,96,11,11.5,63.4,24.2,100.0,29.0
marcel heller,65.1,49,7,14.3,62.9,25.7,100.0,30.0
david di michele,65.1,93,12,12.9,63.2,24.7,100.0,29.0
jacques zoua,65.1,45,5,11.1,63.5,25.7,100.0,32.0
erik lamela,65.1,254,27,10.6,63.5,22.7,100.0,32.0
nathan ake,65.1,21,4,19.0,62.3,26.5,97.0,33.0
erjon bogdani,65.1,24,6,25.0,61.3,24.1,99.0,30.0
andrea petagna,65.1,36,4,11.1,63.4,22.8,100.0,31.0
stoppila sunzu,65.1,22,4,18.2,62.4,27.7,97.0,28.0
jaime romero,65.1,26,1,3.8,64.5,25.5,98.0,35.0
daniel parejo,65.1,180,27,15.0,62.9,24.5,100.0,28.0
sonny kittel,65.1,36,0,0.0,65.1,24.0,100.0,27.0
billy jones,65.1,31,1,3.2,64.6,22.9,98.0,36.0
kaka,65.1,121,15,12.4,63.3,23.8,100.0,32.0
scott dann,65.1,69,10,14.5,62.9,23.9,98.0,25.0
dani schahin,65.1,52,8,15.4,62.8,23.8,99.0,29.0
javier pastore,65.1,230,25,10.9,63.5,24.0,100.0,30.0
andy delort,65.1,153,12,7.8,63.9,24.2,99.0,30.0
wilfried zaha,65.1,106,10,9.4,63.7,23.4,100.0,32.0
leo baptistao,65.1,114,12,10.5,63.5,23.9,100.0,31.0
diego farias,65.1,85,10,11.8,63.3,23.6,100.0,31.0
adam lallana,65.1,180,24,13.3,63.1,23.4,100.0,33.0
frank lampard,65.1,77,10,13.0,63.1,25.5,100.0,27.0
daniel ciofani,65.0,70,9,12.9,63.1,23.9,100.0,33.0
molla wague,65.0,23,3,13.0,63.0,23.2,98.0,36.0
mike hanke,65.0,100,13,13.0,63.1,23.6,100.0,30.0
sebastien puygrenier,65.0,47,9,19.1,62.1,24.9,99.0,29.0
nicola ninkovic,65.0,25,2,8.0,63.8,24.6,98.0,33.0
jozy altidore,65.0,26,1,3.8,64.5,23.8,99.0,35.0
fabio coentrao,65.0,29,4,13.8,63.0,25.7,100.0,27.0
virgil van dijk,65.0,45,4,8.9,63.7,23.4,100.0,35.0
bruno,65.0,124,20,16.1,62.6,24.9,100.0,13.0
stefano lucchini,65.0,29,2,6.9,63.9,24.1,98.0,41.0
michael ballack,65.0,27,2,7.4,63.9,24.9,100.0,32.0
takayuki morimoto,65.0,25,4,16.0,62.6,23.4,96.0,34.0
maor melikson,65.0,51,4,7.8,63.8,24.8,100.0,34.0
marco verratti,65.0,33,5,15.2,62.8,26.1,100.0,13.0
sami allagui,64.9,97,12,12.4,63.1,23.6,100.0,33.0
nicolai muller,64.9,178,29,16.3,62.4,24.3,100.0,30.0
pierrealain frau,64.9,62,6,9.7,63.5,24.6,100.0,33.0
jerry mbakogu,64.9,34,2,5.9,64.0,23.3,100.0,35.0
burgui,64.9,41,1,2.4,64.5,25.1,100.0,33.0
javier camunas,64.9,23,2,8.7,63.6,22.8,98.0,34.0
manolo gabbiadini,64.9,330,38,11.5,63.1,24.5,100.0,27.0
alessandro del piero,64.9,28,3,10.7,63.3,24.0,100.0,35.0
dries mertens,64.9,270,34,12.6,63.1,23.6,100.0,32.0
emanuele calaio,64.9,116,18,15.5,62.5,24.2,100.0,33.0
pepe,64.9,72,10,13.9,62.8,24.3,100.0,33.0
sebastian freis,64.9,43,4,9.3,63.5,25.4,100.0,32.0
steven naismith,64.9,88,15,17.0,62.3,23.0,100.0,35.0
gonzalo bergessio,64.9,281,31,11.0,63.3,24.2,100.0,28.0
nathan dyer,64.8,56,9,16.1,62.4,24.9,100.0,32.0
marco russ,64.8,79,9,11.4,63.1,24.8,100.0,30.0
jan rosenthal,64.8,85,8,9.4,63.4,23.8,100.0,33.0
raffael,64.8,318,50,15.7,62.4,23.8,100.0,31.0
kike sola,64.8,62,10,16.1,62.3,24.5,100.0,34.0
son heungmin,64.8,102,16,15.7,62.4,24.2,100.0,31.0
leroy sane,64.8,85,12,14.1,62.7,24.3,100.0,32.0
marco ruben,64.8,94,9,9.6,63.3,24.0,100.0,28.0
yann karamoh,64.8,24,3,12.5,62.9,24.6,97.0,35.0
simon rolfes,64.8,94,10,10.6,63.2,24.2,100.0,33.0
saber khelifa,64.8,115,16,13.9,62.7,26.1,100.0,29.0
adem ljajic,64.8,285,34,11.9,63.1,24.1,100.0,27.0
ashley barnes,64.8,83,8,9.6,63.3,24.3,99.0,30.0
alessandro lucarelli,64.8,49,8,16.3,62.4,24.1,98.0,34.0
kenan karaman,64.8,49,3,6.1,63.9,24.0,99.0,32.0
thiago alcantara,64.8,110,11,10.0,63.3,25.2,100.0,32.0
jeremy menez,64.7,219,34,15.5,62.3,24.3,100.0,31.0
patrice evra,64.7,38,3,7.9,63.5,25.1,97.0,35.0
vincent aboubakar,64.7,197,25,12.7,62.8,23.6,100.0,28.0
marco rigoni,64.7,115,13,11.3,63.0,24.3,100.0,32.0
srdjan lakic,64.7,65,6,9.2,63.3,25.2,100.0,35.0
fabio quagliarella,64.7,424,39,9.2,63.4,24.9,100.0,29.0
fredy hinestroza,64.7,32,2,6.2,63.7,24.7,98.0,33.0
frederic sammaritano,64.7,81,9,11.1,63.1,24.2,100.0,32.0
roberto pereyra,64.7,86,13,15.1,62.5,24.3,100.0,29.0
damien tiberi,64.7,22,0,0.0,64.7,25.0,97.0,35.0
rickie lambert,64.7,114,14,12.3,62.9,24.2,100.0,28.0
wilfried bony,64.7,263,33,12.5,62.8,23.9,100.0,29.0
steve cook,64.6,39,7,17.9,61.9,23.9,98.0,31.0
gareth bale,64.6,301,50,16.6,62.1,24.7,100.0,26.0
clarence seedorf,64.6,21,2,9.5,63.2,23.9,95.0,33.0
alvaro negredo,64.6,401,61,15.2,62.3,24.6,100.0,26.0
mahmoud dahoud,64.6,57,6,10.5,63.1,24.7,100.0,32.0
nino,64.6,98,9,9.2,63.2,24.5,100.0,31.0
eduardo vargas,64.6,112,9,8.0,63.4,23.4,100.0,32.0
lorenzo pellegrini,64.6,51,6,11.8,62.8,25.3,100.0,32.0
marek hamsik,64.6,412,45,10.9,62.9,25.3,100.0,28.0
saul berjon,64.6,34,4,11.8,62.9,23.2,99.0,32.0
martin braithwaite,64.6,293,30,10.2,63.0,23.9,100.0,24.0
kevin lasagna,64.6,42,5,11.9,62.8,23.8,100.0,35.0
muniain,64.6,40,4,10.0,63.1,24.7,100.0,28.0
guillermo giacomazzi,64.6,21,3,14.3,62.5,24.5,99.0,33.0
georgeskevin nkoudou,64.6,48,5,10.4,63.1,24.4,97.0,33.0
osorio,64.6,17,4,23.5,72.4,25.1,99.0,38.0
abdoulrazak boukari,64.6,26,3,11.5,62.9,24.4,100.0,35.0
mathieu duhamel,64.6,72,10,13.9,62.5,23.4,100.0,34.0
samir nasri,64.6,106,11,10.4,63.0,24.3,100.0,33.0
alessio sestu,64.5,43,1,2.3,64.1,25.1,99.0,32.0
helder postiga,64.5,234,27,11.5,62.8,24.1,100.0,29.0
adryan,64.5,30,3,10.0,63.0,24.9,100.0,32.0
nicolas benezet,64.5,76,11,14.5,62.3,24.8,100.0,32.0
samuele longo,64.5,68,3,4.4,63.9,24.2,100.0,35.0
roy beerens,64.5,26,4,15.4,62.2,25.5,100.0,33.0
grejohn kyei,64.5,20,3,15.0,62.2,24.7,100.0,33.0
giovanni sio,64.5,175,21,12.0,62.7,25.2,100.0,26.0
nabil dirar,64.5,34,5,14.7,62.3,24.4,97.0,27.0
roger,64.5,55,3,5.5,63.7,23.5,98.0,33.0
felipe,64.4,36,4,11.1,62.8,25.3,99.0,13.0
loic perrin,64.4,69,15,21.7,61.2,24.5,97.0,13.0
simone zaza,64.4,211,25,11.8,62.6,24.2,100.0,27.0
diego llorente,64.4,18,4,22.2,68.2,27.9,97.0,13.0
paulo machado,64.4,43,3,7.0,63.4,24.5,95.0,33.0
luca rigoni,64.4,136,22,16.2,61.9,24.3,100.0,29.0
gareth mcauley,64.4,42,11,26.2,60.4,26.3,99.0,13.0
cesc fabregas,64.4,99,9,9.1,63.0,23.8,100.0,34.0
rondon,64.4,83,8,9.6,63.0,24.6,100.0,31.0
artur ionita,64.4,55,6,10.9,62.8,23.7,97.0,35.0
karim guede,64.4,48,5,10.4,62.9,23.4,100.0,38.0
yevhen konoplyanka,64.4,65,5,7.7,63.2,23.5,100.0,32.0
bruma,64.4,41,2,4.9,63.7,24.9,98.0,31.0
jay rodriguez,64.4,131,19,14.5,62.3,24.0,100.0,35.0
sven schipplock,64.3,113,16,14.2,62.2,24.1,100.0,31.0
andreas christensen,64.3,20,5,25.0,60.6,25.8,100.0,13.0
mladen petric,64.3,62,5,8.1,63.0,24.3,100.0,32.0
gaetan charbonnier,64.3,132,19,14.4,62.1,24.0,100.0,26.0
seamus coleman,64.3,84,15,17.9,61.6,25.5,100.0,13.0
riccardo saponara,64.3,152,14,9.2,62.9,24.3,100.0,32.0
migjen basha,64.3,24,2,8.3,63.0,27.6,99.0,32.0
emilio nsue,64.3,59,5,8.5,63.1,24.3,100.0,34.0
mathieu valbuena,64.3,219,17,7.8,63.2,24.2,100.0,27.0
renato civelli,64.3,87,10,11.5,62.6,25.0,98.0,13.0
paulo barreto,64.3,31,3,9.7,62.8,25.1,100.0,34.0
stefano mauri,64.3,123,21,17.1,61.7,24.9,100.0,29.0
blaise matuidi,64.3,125,19,15.2,62.0,24.6,100.0,30.0
jordan ayew,64.2,316,35,11.1,62.6,23.7,100.0,30.0
marc bartra,64.2,32,4,12.5,62.3,25.1,100.0,31.0
leon osman,64.2,74,5,6.8,63.2,24.2,100.0,32.0
christoph kramer,64.2,35,5,14.3,62.0,25.2,100.0,13.0
jan hochscheidt,64.2,27,4,14.8,62.0,26.6,100.0,26.0
andy carroll,64.2,162,21,13.0,62.2,23.7,100.0,32.0
danny ings,64.2,108,13,12.0,62.4,24.4,100.0,30.0
joaquin,64.2,143,12,8.4,63.0,23.6,100.0,32.0
vicente iborra,64.2,156,28,17.9,61.5,24.2,100.0,13.0
raffaele palladino,64.2,85,10,11.8,62.4,23.5,100.0,33.0
lorenzo de silvestri,64.2,68,9,13.2,62.3,24.2,100.0,32.0
charlie daniels,64.2,31,6,19.4,61.3,25.4,95.0,35.0
peter niemeyer,64.2,63,6,9.5,62.7,25.0,100.0,33.0
shawn parker,64.1,44,4,9.1,62.7,26.5,100.0,31.0
dejan lekic,64.1,24,4,16.7,61.6,27.0,100.0,30.0
mario bermejo,64.1,46,5,10.9,62.5,23.2,99.0,35.0
cheikhou kouyate,64.1,83,9,10.8,62.5,24.2,99.0,32.0
romain hamouma,64.1,221,26,11.8,62.3,24.5,100.0,32.0
kevin volland,64.1,282,29,10.3,62.6,24.1,100.0,28.0
oscar wendt,64.1,60,10,16.7,61.6,24.4,100.0,32.0
roberto firmino,64.1,427,50,11.7,62.3,24.1,100.0,31.0
douglas costa,64.1,84,7,8.3,62.8,23.7,99.0,33.0
christian clemens,64.1,93,11,11.8,62.4,24.3,100.0,27.0
sergio garcia,64.1,284,37,13.0,62.1,24.8,100.0,28.0
innocent emeghara,64.0,109,16,14.7,61.8,24.0,100.0,33.0
oussama tannane,64.0,48,3,6.2,63.1,24.8,99.0,30.0
alessio cerci,64.0,303,31,10.2,62.5,24.1,100.0,29.0
james rodriguez,64.0,183,27,14.8,61.7,24.1,100.0,30.0
siaka tiene,64.0,45,7,15.6,61.6,23.2,100.0,30.0
daniel van buyten,64.0,33,5,15.2,61.7,25.5,99.0,31.0
sidney sam,64.0,102,14,13.7,62.0,24.5,100.0,25.0
pablo sarabia,64.0,201,16,8.0,62.8,24.9,100.0,30.0
victor hugo montano,64.0,108,12,11.1,62.3,24.9,100.0,29.0
pedro bigas,64.0,37,5,13.5,61.9,25.0,99.0,32.0
pablo chavarria,64.0,52,7,13.5,62.0,23.5,100.0,36.0
marcos lopes,64.0,36,3,8.3,62.8,24.1,100.0,33.0
malcom,64.0,44,4,9.1,62.6,24.1,100.0,32.0
mauricio pinilla,64.0,280,39,13.9,61.9,25.2,100.0,28.0
pierre bengtsson,63.9,20,2,10.0,62.4,23.9,90.0,32.0
samuel etoo,63.9,117,14,12.0,62.1,23.4,100.0,33.0
andre schurrle,63.9,374,38,10.2,62.4,24.0,100.0,30.0
saido berahino,63.9,172,22,12.8,62.0,23.8,100.0,33.0
hiroshi kiyotake,63.9,140,17,12.1,62.0,23.9,100.0,30.0
nicola sansone,63.9,245,32,13.1,61.9,24.0,100.0,30.0
fabrizio miccoli,63.9,218,24,11.0,62.3,23.4,100.0,29.0
wayne rooney,63.9,260,36,13.8,61.8,24.5,100.0,25.0
ayoze perez,63.9,109,13,11.9,62.1,24.8,100.0,33.0
luciano vietto,63.8,126,18,14.3,61.7,24.0,100.0,27.0
valdo,63.8,32,5,15.6,61.5,23.5,97.0,33.0
robinho,63.8,111,10,9.0,62.5,24.4,100.0,31.0
ousman manneh,63.8,19,1,5.3,66.4,24.9,97.0,35.0
luigi giorgi,63.8,42,5,11.9,62.0,22.8,100.0,33.0
cristian herrera,63.8,30,4,13.3,61.8,23.1,100.0,34.0
xabi prieto,63.8,142,21,14.8,61.6,23.8,100.0,27.0
halil altintop,63.8,104,15,14.4,61.6,24.6,100.0,27.0
dorge kouemaha,63.8,52,2,3.8,63.2,23.5,100.0,34.0
kingsley coman,63.8,58,4,6.9,62.8,24.5,100.0,35.0
szabolcs huszti,63.8,95,20,21.1,60.6,24.4,100.0,27.0
cristian tello,63.8,110,13,11.8,62.0,23.4,100.0,32.0
shola ameobi,63.8,36,2,5.6,63.0,24.5,100.0,35.0
jonathan cristaldo,63.8,47,4,8.5,62.5,25.9,98.0,27.0
luca rossettini,63.7,61,9,14.8,61.5,25.2,97.0,13.0
luis muriel,63.7,303,38,12.5,61.8,23.5,100.0,32.0
djamel bakar,63.7,125,10,8.0,62.5,24.7,100.0,32.0
ibrahima traore,63.7,145,11,7.6,62.6,23.7,100.0,30.0
arda turan,63.7,167,17,10.2,62.2,24.2,100.0,29.0
mats hummels,63.7,121,10,8.3,62.5,23.9,100.0,13.0
christian schulz,63.7,59,7,11.9,62.0,25.5,98.0,13.0
troy deeney,63.7,120,19,15.8,61.3,24.6,100.0,13.0
massimo paci,63.7,25,3,12.0,61.9,24.1,97.0,35.0
nicolas de preville,63.7,217,19,8.8,62.4,24.0,100.0,32.0
maxwell,63.7,53,14,26.4,59.7,26.7,100.0,13.0
daniel carvajal,63.7,32,3,9.4,62.2,24.4,100.0,28.0
kevin grosskreutz,63.7,111,10,9.0,62.3,23.9,100.0,13.0
markel susaeta,63.7,215,23,10.7,62.1,23.6,100.0,32.0
giulio migliaccio,63.7,50,5,10.0,62.2,24.8,99.0,30.0
marcus coco,63.6,37,5,13.5,61.6,24.4,99.0,34.0
emanuel herrera,63.6,50,6,12.0,61.8,24.4,100.0,32.0
isaac cuenca,63.6,56,7,12.5,61.7,23.0,100.0,35.0
baptiste guillaume,63.6,33,2,6.1,62.7,22.3,97.0,36.0
jose saez,63.6,22,5,22.7,60.2,26.9,99.0,33.0
steve mounie,63.6,60,6,10.0,62.1,23.9,99.0,33.0
cedric barbosa,63.6,111,21,18.9,60.7,25.6,100.0,27.0
yuto nagatomo,63.6,83,7,8.4,62.3,24.4,100.0,33.0
mehdi benatia,63.6,47,8,17.0,61.0,25.2,100.0,28.0
joel matip,63.6,91,15,16.5,61.2,22.9,100.0,27.0
sandro wagner,63.6,161,27,16.8,61.1,25.0,100.0,13.0
adalberto penaranda,63.5,28,5,17.9,60.8,25.6,100.0,32.0
moustapha diallo,63.5,51,5,9.8,62.0,23.8,99.0,33.0
javi martinez,63.5,76,8,10.5,61.9,23.2,100.0,33.0
charly musonda,63.5,20,1,5.0,62.8,24.5,97.0,35.0
serge gnabry,63.5,44,7,15.9,61.2,25.6,100.0,32.0
munir el haddadi,63.5,41,5,12.2,61.6,24.6,100.0,32.0
marc stendera,63.5,65,5,7.7,62.4,23.8,99.0,27.0
ladislav krejci,63.5,22,1,4.5,62.8,23.1,100.0,35.0
remy cabella,63.5,311,31,10.0,62.0,23.7,100.0,32.0
kevin berigaud,63.5,210,25,11.9,61.7,23.9,100.0,28.0
claudio beauvue,63.5,233,29,12.4,61.7,24.9,100.0,25.0
khalid boutaib,63.5,50,6,12.0,61.7,24.2,100.0,35.0
diego godin,63.4,133,12,9.0,62.0,23.4,98.0,13.0
wesley sneijder,63.4,93,5,5.4,62.6,23.5,100.0,32.0
fabian orellana,63.4,172,14,8.1,62.2,23.7,100.0,30.0
takashi usami,63.4,31,2,6.5,62.4,22.2,94.0,32.0
frederic bulot,63.4,60,5,8.3,62.2,23.9,100.0,33.0
bastian schweinsteiger,63.4,133,19,14.3,61.2,23.4,100.0,29.0
kevin strootman,63.4,51,7,13.7,61.3,24.2,100.0,32.0
nabil el zhar,63.4,114,12,10.5,61.8,24.0,100.0,34.0
jonathan viera,63.4,194,21,10.8,61.8,24.8,100.0,32.0
alejandro bedoya,63.4,119,11,9.2,62.0,24.7,100.0,32.0
dario dainelli,63.4,32,4,12.5,61.6,22.2,98.0,35.0
ezequiel munoz,63.4,39,2,5.1,62.7,23.7,100.0,41.0
per skjelbred,63.4,44,2,4.5,62.7,24.2,100.0,33.0
jordi alba,63.4,54,7,13.0,61.4,27.0,100.0,13.0
inaki williams,63.4,104,11,10.6,61.8,23.8,100.0,32.0
robert snodgrass,63.4,99,13,13.1,61.5,23.6,100.0,32.0
corentin jean,63.4,83,7,8.4,62.1,24.6,99.0,32.0
inigo lopez,63.4,39,5,12.8,61.4,25.0,97.0,13.0
antonio amaya,63.4,45,4,8.9,62.1,24.9,98.0,13.0
jerome leroy,63.3,23,4,17.4,60.7,26.0,100.0,33.0
abdoulaye doucoure,63.3,122,12,9.8,61.8,25.5,100.0,32.0
ricardo rodriguez,63.3,137,16,11.7,61.5,24.3,95.0,13.0
